problem;method;stage-reward;best-so-far;time
ackley;myopic;-18.460447963234657,-18.426942373736217,-18.547338348884107,-16.559982627580858,-16.878625904752546,-16.83907846481327,-15.149935488673563,-15.11223990163426,-11.775629774615634,-11.102129435109367,-9.607693776931848,-9.150166904563601,-9.804456207470214,-5.910102251436996,-4.650633187016009,-4.06674198580174,-4.834855660814138,-4.085805576643655,-4.5732696421058625,-4.994576379101382,-3.4590001052002677,-3.84124217316114,-4.330085059285393,-3.9101541332957774,-3.337913640817501,-2.7476347283164646,-2.1880533962502153,-1.94120943223624,-2.6226463700709113,-3.153162253353293,-3.3306872789435102,-2.060542935082321,-1.1147946209877797,-2.656738742054733,-0.8447074168067741,-2.49214952903949,-3.1795531123271337,-0.6232305724496116,-0.4657447987932067,-2.703928122706742,-0.3398214056255147,-2.4830778041251653,-0.23797346879588288,-0.15576569979490618,-0.09661122458553378,-0.073796046612796,-1.7005159651802444,-0.11929688408050887,-0.030246163232629502,-1.6755955315056164;18.967791090908023,18.967791090908023,18.967791090908023,17.374191520750998,17.374191520750998,17.374191520750998,15.978643676492272,15.978643676492272,13.056954605408373,12.662444256709488,11.356840189633482,11.20279030231942,11.20279030231942,7.39250690388651,6.5868271425324245,6.531387584238125,6.531387584238125,6.140854454540495,6.140854454540495,6.140854454540495,4.355339798040983,4.355339798040983,4.355339798040983,4.355339798040983,3.6974562912451927,3.058424771550453,2.459769285833311,2.246232718670982,2.246232718670982,2.246232718670982,2.246232718670982,2.246232718670982,1.2391393475955117,0.9369145426351939,0.9369145426351939,0.7015985936280349,0.7015985936280349,0.7015985936280349,0.5363749141957332,0.40733744446904696,0.40733744446904696,0.3058891042107814,0.3058891042107814,0.22831674136074698,0.18336933317073845,0.18336933317073845,0.18336933317073845,0.18336933317073845,0.08587828722935287,0.060672205545657665,0.060672205545657665;122.31475067138672,355.7396545410156,218.9844512939453,254.26329040527344,466.7504577636719,246.5945587158203,388.885498046875,287.0650939941406,662.888427734375,373.38006591796875,391.22021484375,463.0404968261719,351.2985534667969,818.7422485351562,523.052001953125,426.3638916015625,343.5909118652344,358.2935485839844,236.91162109375,273.3496398925781,567.245849609375,352.57550048828125,244.0325164794922,384.3768310546875,421.359619140625,512.9891967773438,447.6159973144531,346.9168701171875,165.70675659179688,176.54681396484375,157.40415954589844,1109.99853515625,1784.5074462890625,189.7328643798828,1066.6854248046875,121.67884826660156,146.8221435546875,1872.0225830078125,1020.8245849609375,170.3741455078125,1196.7886962890625,176.6543426513672,1402.7652587890625,1373.41845703125,1438.0780029296875,1087.6600341796875,253.7646026611328,1819.630615234375,2509.1552734375,206.171142578125
adjiman;myopic;1.1786826597602102,1.4016999240300587,1.5193747466163277,1.5887106200217926,1.6346137169380637,1.6670130628337363,1.691116886398628,1.7097390329746116,1.724575164234981,1.7366878522646059;-1.1267546152083714,-1.369259630803153,-1.4969817758112223,-1.572320934504362,-1.6220032159512827,-1.6569437216822778,-1.6828365082997836,-1.7027681980645577,-1.7185929973112377,-1.7314715930416753,-1.7421706392039478;171.4544677734375,125.52806091308594,129.6363525390625,180.23834228515625,158.81011962890625,253.79737854003906,296.5667724609375,485.1835021972656,661.2408447265625,746.3157958984375
branin;myopic;-8.945612374659161,-8.682502221374921,11.777241445632082,5.0663855512760065,12.056384684231913,15.437398651027586,14.787429821435602,12.186469568490173,7.092302571352864,5.954405759034415,6.383323116398584,3.6471332674632944,4.071007573605293,4.285179230748664,27.1876859596016,22.49418808636514,23.915499942675275,28.776549096070227,23.863377872765742,17.25495138822712,16.65188311009887,16.75423110779486,16.176377134325676,14.143280671790407,13.1520326633497,12.404174351123109,12.00523808335784,10.279612673503632,9.213996897102701,9.334188635190252,8.734891357328802,8.613259405978493,8.105247443272637,8.360022765087738,7.167710547978116,8.10762502830368,6.628540219962954,6.73500679731408,6.1195862518776245,5.8855293866091785;26.63647839671843,26.63647839671843,6.931479592354387,6.931479592354387,6.851701353893457,2.975246648876146,2.738623271680991,2.738623271680991,2.738623271680991,2.738623271680991,2.738623271680991,2.738623271680991,1.9459388458082731,1.9459388458082731,1.9459388458082731,1.9459388458082731,1.9459388458082731,1.9459388458082731,1.9459388458082731,1.9459388458082731,1.9459388458082731,1.9459388458082731,1.9459388458082731,1.9459388458082731,1.9459388458082731,1.9459388458082731,1.9459388458082731,1.9459388458082731,1.9459388458082731,0.7378650603736396,0.7378650603736396,0.7378650603736396,0.7378650603736396,0.7378650603736396,0.7378650603736396,0.7378650603736396,0.7378650603736396,0.7378650603736396,0.7378650603736396,0.7378650603736396,0.7378650603736396;72.39987182617188,59.78521728515625,55.4332160949707,92.04326629638672,123.68077087402344,119.28678131103516,208.82943725585938,83.0044174194336,125.264892578125,135.67079162597656,123.35308837890625,206.1854705810547,171.9193572998047,110.62477111816406,117.84806060791016,133.65452575683594,121.90617370605469,183.35845947265625,111.01286315917969,142.6042938232422,89.8969955444336,178.28863525390625,133.6309814453125,184.0168914794922,150.4358367919922,141.63661193847656,211.2972869873047,158.06874084472656,276.6796875,209.7909698486328,186.0720672607422,120.97840118408203,110.44454193115234,132.39295959472656,105.59795379638672,142.65957641601562,126.49164581298828,134.8843536376953,88.78489685058594,98.93170928955078
hartmann;myopic;7.317909742305769,5.308949033763639,3.7851841623094677,4.461434113226795,5.589110159649463,10.9951605275831,4.5389974290903075,6.851875721178078,7.610387245060115,4.846506355156735,4.734842174517936,23.29219945475233,14.55540503289023,8.774428280336512,5.950318937138063,5.3849481826509935,4.593740600212645,5.672457142030758,4.531135777090778,16.615484273647265,10.518433478256794,8.219312150570579,7.558894544041203,5.2795919932853375,5.877690715463714,5.586833586397989,9.247075119584522,6.593583887151916,7.576104355838538,5.61556338810816,8.646394933613411,4.519879818100945,4.28008355678438,4.355995330058856,4.253818197888962,4.199821898983931,4.178894228460913,4.099729572395841,4.101830771630432,4.049210429479391,4.025737622336679,4.05088205041399,3.922806392746694,7.03683467367304,4.700390405010023,24.67878692625513,5.890575434771255,4.7938031991278365,4.95128764717815,4.223883080604677;-2.216562844313118,-2.216562844313118,-2.216562844313118,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.6768167634086906,-3.7902317459486796,-3.7902317459486796,-3.803360766536197,-3.803360766536197,-3.8045738844280956,-3.8045738844280956,-3.8120380704145713,-3.8120380704145713,-3.8120380704145713,-3.8120380704145713,-3.8392140335768534,-3.8392140335768534,-3.8392140335768534,-3.8392140335768534,-3.8392140335768534,-3.8392140335768534,-3.8392140335768534,-3.8392140335768534;35.83078384399414,26.7642879486084,45.93766403198242,56.567806243896484,45.79020690917969,37.972991943359375,63.691776275634766,69.19884490966797,54.172672271728516,84.2086410522461,54.69388961791992,124.68224334716797,74.07206726074219,65.03218841552734,62.82032012939453,64.8622055053711,82.48729705810547,92.86962890625,67.43142700195312,63.95695877075195,106.98445129394531,76.11494445800781,140.66278076171875,101.76102447509766,214.74099731445312,114.1401596069336,136.15411376953125,82.50879669189453,97.9415054321289,117.34835052490234,186.33929443359375,85.68115234375,167.01951599121094,143.33030700683594,152.56268310546875,107.35513305664062,96.07987213134766,255.43577575683594,146.20364379882812,200.04348754882812,165.67910766601562,206.71487426757812,167.55194091796875,107.46572875976562,110.2376937866211,55.16902542114258,156.62387084960938,101.98118591308594,129.35987854003906,183.97080993652344
michalewicz;myopic;1.549329540792314,1.5271149929693328,1.8305612305891703,1.7083789093150592,1.4735114161344371,1.2939744210339894,1.3363503875664768,1.275918409048457,1.750859766138613,1.4284389971648606,1.4959704379452832,1.877596728029036,1.715463081312274,1.9660663731349346,3.6652098053700692,1.987783711192342,2.7271379137620935,2.3395807780979245,1.609321378892624,1.6176930858747531,3.2762088220146275,3.325543357264539,2.3048445544814715,2.5656671512344307,2.319360712709568,2.73340264863465,2.1970128907672786,1.9416451351641948,1.9461891116642334,2.000715151332836,2.066830485914097,1.8200278633685376,12.005844870854096,8.73832012545117,7.97967099921633,5.50547764372114,6.865764898354896,6.803902202644877,5.029204351146443,5.392434158204586,4.606671355698917,5.486218530068323,5.998388802658585,4.9802571320193785,5.351850239686393,5.0567959623792085,4.289334552631945,4.449438392736815,4.210524469595082,3.5252625835543228;-1.1373762763999387,-1.1373762763999387,-1.1373762763999387,-1.1373762763999387,-1.1373762763999387,-1.1373762763999387,-1.1373762763999387,-1.1373762763999387,-1.1373762763999387,-1.1373762763999387,-1.3584269165178406,-1.3584269165178406,-1.3584269165178406,-1.3584269165178406,-1.3584269165178406,-1.3584269165178406,-1.3584269165178406,-1.3584269165178406,-1.3584269165178406,-1.3584269165178406,-1.3584269165178406,-1.3584269165178406,-1.3584269165178406,-1.3584269165178406,-1.3584269165178406,-1.3584269165178406,-1.3584269165178406,-1.3584269165178406,-1.3584269165178406,-1.3584269165178406,-1.3584269165178406,-1.3584269165178406,-1.3584269165178406,-1.6716502683999543,-1.6716502683999543,-1.6716502683999543,-1.6716502683999543,-1.6716502683999543,-1.6716502683999543,-1.6716502683999543,-1.6716502683999543,-1.6716502683999543,-1.6716502683999543,-1.6716502683999543,-1.6716502683999543,-1.6716502683999543,-1.6716502683999543,-1.6716502683999543,-1.6716502683999543,-1.6716502683999543,-1.6716502683999543;38.591487884521484,81.99577331542969,44.52761459350586,74.2471694946289,147.91372680664062,54.85977554321289,61.16966247558594,66.92249298095703,67.59014129638672,72.31283569335938,121.43309020996094,85.59001922607422,80.49868774414062,61.874176025390625,72.15206146240234,150.27098083496094,192.5417022705078,101.52550506591797,133.36883544921875,105.19859313964844,107.34591674804688,103.9319076538086,92.30233764648438,77.07542419433594,96.14028930664062,99.19078063964844,70.92121887207031,103.04102325439453,112.3799057006836,105.78841400146484,95.889404296875,101.93408203125,63.27190399169922,71.52742767333984,120.88524627685547,100.13900756835938,102.58124542236328,89.53343963623047,134.508544921875,284.5152893066406,125.99811553955078,139.35206604003906,115.65670776367188,114.07052612304688,137.5221710205078,116.43801879882812,166.86181640625,136.6138916015625,116.45747375488281,153.21498107910156
rastrigin;myopic;-6.762459561952693,-6.197204828084626,-11.399219206279556,-14.11798270903046,-17.703156084297166,-20.509297165026453,-31.998660213507,-33.526475448112194,-35.27452081445497,-36.30065925327367,-37.34566945876246,-40.3365394643144,-42.247637858911624,-43.452978139123104,-41.08084475329864,-42.29388799713223,-35.77452693020777,-37.61846556562608,-9.176916292055257,-10.640074684333431,-15.465331066544117,-17.643288570565606,-8.672270782632708,-13.68969038585285,57.61729794766521,63.62720722189563,29.626104767585613,11.27547182863056,45.32911218773793,9.92037903573754,3.3934281562388433,4.208077553637766,-11.981596501466097,-14.50974219368651,-13.717445360785417,10.345775755585422,-4.190668634551349,14.726211923505776,-11.06519314025232,3.4275197983821193,-21.663591315773665,-10.39066421327439,-0.3524212034522546,213.8170071211818,145.74576064740046,52.53039602685176,37.40812512992048,194.28650890220797,41.507508064480895,67.63248362096938,41.74280895122593,41.50505739468098,15.158200631156552,31.97576564908777,-2.0814067894194865,-11.949763593419398,1.8358035539736983,-4.899023107739044,-15.296559192763382,-41.071451719821184,11.030831033864388,14.646242172849956,-7.275311559463366,-44.00559119183468,-14.964940100969605,33.89410548631549,-34.89287916681398,-12.341734285681179,84.4029569364404,-46.380101051038544,-12.649828806527623,-43.1366264918965,-48.70776730324125,-57.112365800037,-69.14682726231032,-40.26249992283752,-62.532508274051786,-46.92437843285422,-69.59928363972848,-13.518606137837835;54.5150209952041,54.5150209952041,54.5150209952041,54.5150209952041,54.5150209952041,54.5150209952041,54.5150209952041,54.5150209952041,54.5150209952041,54.5150209952041,54.5150209952041,54.5150209952041,54.5150209952041,54.5150209952041,47.59509991323146,47.48412102904221,42.8119420647445,42.8119420647445,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,28.722740188621295,15.017887172462938,15.017887172462938,15.017887172462938,15.017887172462938,15.017887172462938,15.017887172462938,15.017887172462938,15.017887172462938,15.017887172462938,15.017887172462938,15.017887172462938,15.017887172462938,15.017887172462938,15.017887172462938,15.017887172462938,15.017887172462938,15.017887172462938,15.017887172462938,15.017887172462938,15.017887172462938,15.017887172462938,15.017887172462938,15.017887172462938,15.017887172462938,15.017887172462938;56.32511901855469,72.76236724853516,173.90899658203125,56.621055603027344,346.82568359375,185.8908233642578,95.25657653808594,190.84390258789062,80.73625946044922,142.00320434570312,195.22662353515625,81.35065460205078,134.30374145507812,164.316162109375,162.34906005859375,215.17312622070312,151.4291229248047,133.69754028320312,198.72767639160156,189.60794067382812,340.031494140625,308.82611083984375,145.7592315673828,277.8387756347656,238.94732666015625,251.26194763183594,245.7313232421875,265.9112854003906,175.3210906982422,275.2757873535156,172.34739685058594,189.8751983642578,203.01210021972656,367.9006652832031,239.95904541015625,269.43487548828125,217.2374725341797,258.271240234375,182.3477783203125,212.31820678710938,168.10394287109375,195.13446044921875,216.1817626953125,382.8623352050781,330.1150817871094,285.0252685546875,385.6834411621094,273.733642578125,308.2547302246094,248.5227508544922,220.98431396484375,255.84742736816406,148.52096557617188,218.2860870361328,147.2235565185547,160.93081665039062,236.45388793945312,232.24217224121094,135.95852661132812,131.66490173339844,145.86061096191406,162.8784637451172,194.00498962402344,86.8853759765625,143.204345703125,205.85775756835938,145.6005096435547,270.350341796875,501.1558532714844,126.47628784179688,230.67750549316406,200.6087646484375,183.6247100830078,154.64857482910156,113.728515625,182.6078643798828,123.99411010742188,183.1024627685547,115.19283294677734,360.406005859375
rosenbrock;myopic;85290.21656654708,-107725.74816759172,161718.91321050303,127062.41261179572,85310.63436093391,-90334.56342827354,166974.58528492224,139350.20059734856,177260.00172403455,145088.59486345694,168208.02579905963,156510.2399457252,169808.51664181685,154167.87982001976,157175.12015301577,140607.95322028414,121110.293976396,151024.4059592507,206365.60164267558,158878.7805897668,-144923.64748872834,150146.2791538201,142909.96633011827,130999.4733583915,125380.22964855724,119330.0877546388,114070.84010354092,108238.96019552628,107504.30629122676,110767.61984543703,106617.52113389623,94170.70632803929,85129.79914623867,92876.49777658281,83093.35051640138,84023.5528371984,80735.46487091355,80413.01358643454,86708.89887373606,80325.33084071073,83706.43432781068,87626.83620979381,81356.19359585986,74120.351337516,67501.13409000447,69550.59013080836,69287.69000135399,79166.60202271579,68987.79137835486,65848.25426204412;114313.18321799903,114313.18321799903,114313.18321799903,88038.75955435366,88038.75955435366,88038.75955435366,88038.75955435366,64153.4529140311,64153.4529140311,64153.4529140311,26948.23865836409,21721.195045590714,17709.34929339409,17709.34929339409,13088.286249628543,13088.286249628543,13088.286249628543,10394.330337566096,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919,8079.449732699919;129.0004425048828,27.6889591217041,238.41177368164062,182.1276092529297,205.486083984375,265.0245056152344,135.8970947265625,197.03500366210938,264.6937561035156,223.54432678222656,213.36575317382812,216.0588836669922,340.463623046875,165.65965270996094,272.9246826171875,460.8573303222656,372.2393493652344,306.1432189941406,275.02899169921875,332.0125427246094,267.0438537597656,417.2103576660156,412.2757263183594,256.3297424316406,210.12684631347656,226.63270568847656,234.23788452148438,285.4103088378906,165.291015625,141.623291015625,149.2736053466797,275.7437438964844,184.12646484375,283.55072021484375,344.7121887207031,306.30706787109375,290.4320068359375,284.5962219238281,254.07078552246094,182.87103271484375,248.85247802734375,346.83392333984375,297.1822204589844,276.4001159667969,215.56326293945312,157.0498504638672,262.6324462890625,206.91763305664062,153.26515197753906,170.18777465820312
shekel;myopic;0.42026910722126065,0.5483953014949594,0.5126841760000262,0.6937632199576933,1.3763228970308388,1.087428151796948,1.3926607948084515,1.2379859236669872,1.0640661865214276,1.685642775163456,1.5655852040780924,3.1614262385848506,3.3188183545789007,3.7725132368660557,3.2114382755838573,3.138180118352746,3.305230838077588,3.899324694618981,3.427199469778354,3.3436022032371615,2.884849775395304,3.199252630001737,2.9860591445371605,3.4288927533658766,1.89788877039135,1.7139835969374628,2.770391641057625,5.8319737158834375,2.6289204506069117,2.4349150731718807,2.991708561610755,8.743016647613368,6.083775086788947,4.163482245964363,4.313872737956947,3.8493927972294375,2.782767218245277,2.577322834238287,2.701545496967916,2.8551520050983794,2.5320364255043937,3.2706953668429652,3.067117523550672,8.639631485003594,5.644473143634795,4.173587438063389,3.555589211102369,3.698059038113693,2.6801046682070475,2.537515645073732,2.2970568008515104,2.3020586212520415,3.3865158654346534,2.196825928273822,2.1225964537401527,2.4345169197962098,2.164844649332847,3.0580972550180467,5.095731052632222,3.50710847061432,2.906986687503888,4.699026940304423,3.7974931541897483,3.538140128252724,2.8298193423951075,3.2248440213840417,5.060862823366356,5.6922441525409555,4.727474796583382,3.1742179380485283,5.368283966648999,5.055892238732997,3.635963578321714,3.0872156596151346,3.131798868460879,4.341165428921361,2.8031225497426773,3.3968292950913144,2.456975657998455,2.7108764093780184;-0.3818383369460981,-0.4890328458050895,-0.4890328458050895,-0.5733929552503454,-0.9389950570609646,-0.9389950570609646,-0.9389950570609646,-0.9389950570609646,-0.9389950570609646,-0.9389950570609646,-1.4552244471537772,-2.467364998298067,-2.467364998298067,-2.467364998298067,-2.467364998298067,-2.467364998298067,-2.467364998298067,-2.467364998298067,-2.467364998298067,-2.467364998298067,-2.467364998298067,-2.467364998298067,-2.467364998298067,-2.5569046317203785,-2.5569046317203785,-2.5569046317203785,-2.5569046317203785,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391,-2.680552771507391;54.36211013793945,61.409278869628906,76.26445007324219,131.14163208007812,184.65280151367188,140.0647735595703,237.6048583984375,130.66957092285156,311.77728271484375,137.17811584472656,147.3085479736328,667.6561889648438,662.0743408203125,320.6358947753906,1105.8687744140625,436.6264343261719,738.1923828125,542.9186401367188,519.3318481445312,361.1863098144531,1208.5145263671875,591.1746826171875,858.919921875,371.0044250488281,420.9725341796875,401.6988220214844,515.5266723632812,480.3553161621094,479.6948547363281,353.428466796875,608.66455078125,678.5198364257812,545.6486206054688,663.9083251953125,646.8915405273438,652.8132934570312,650.1048583984375,525.7328491210938,563.19384765625,491.35205078125,603.2240600585938,628.1348876953125,1045.9156494140625,414.33087158203125,604.1958618164062,685.8526611328125,512.4556884765625,432.93487548828125,507.87225341796875,464.7966613769531,483.7570495605469,512.9564208984375,541.318115234375,513.8687744140625,671.193115234375,611.1795043945312,1135.77880859375,665.45556640625,374.2535705566406,264.816650390625,589.4400024414062,366.54180908203125,496.5263366699219,384.40447998046875,473.3358154296875,500.5383605957031,749.60693359375,632.3671264648438,469.5521240234375,666.7305297851562,255.8392333984375,233.98912048339844,307.7437438964844,522.9711303710938,443.33465576171875,325.2182922363281,420.2403869628906,582.01806640625,420.9745788574219,466.0428771972656
sixhumpcamel;myopic;468.2324436479674,2130.6338419296253,2141.310484156248,2141.332943525858,1785.4690175195,1372.4447669195765,1499.375422326047,1441.959495723485,1339.0544290671096,1152.8516236763996;39.68271973161467,39.68271973161467,39.68271973161467,39.68271973161467,39.68271973161467,9.20725826251995,-0.6902691910801065,-0.6902691910801065,-0.6902691910801065,-0.6902691910801065,-0.6902691910801065;13.325311660766602,64.45158386230469,110.47936248779297,96.96256256103516,68.55577850341797,109.15122985839844,97.46739196777344,82.19852447509766,81.5278091430664,76.6924819946289
styblinskitang;myopic;151.98789471387164,147.32993261402137,145.47986598781642,160.9290857955277,163.9240217189544,158.8933272448319,175.7621881279157,165.82822661598476,172.4830772631901,185.00344255560228,180.3523261613039,179.12798505969855,182.78146488245267,185.8777143077172,188.87541610020867,185.77762071788618,185.10834463493725,185.71099441383777,185.5373142301021,184.24650964047112,183.66155817440844,183.41124137027282,183.62111037365696,183.12692046680922,183.08327632411542,182.88688858921572,182.7339656656705,182.64291555671375,182.54291289654904,182.511308051248,182.43986422952895,182.379021861651,182.35111081250966,182.34616262596316,182.28440189080393,182.26350200986295,182.2426683552697,182.18865004542607,182.1684562901641,182.1431906809943,348.09500315437884,182.2975374893773,182.23386376786797,182.21645727430572,182.25331199394896,182.24111511728515,182.22588407530168,182.21283229027756,182.19535050127698,182.16920112204286,182.14497488778525,182.14484413584142,182.12540774025868,182.11093628679333,182.11940899902194,182.09527057493537,182.0713468282783,182.07528531940906,182.06081695862764,182.04954896656088;-123.60540411520068,-123.60540411520068,-134.66804669664592,-134.66804669664592,-134.66804669664592,-151.65250620376233,-151.65250620376233,-154.09326375031455,-154.09326375031455,-170.58900099206093,-170.58900099206093,-170.94016522423425,-170.94016522423425,-179.09678169295478,-179.09678169295478,-180.34468141042043,-180.34468141042043,-180.34468141042043,-180.34468141042043,-181.0124530578769,-181.56428511127487,-181.56428511127487,-181.56428511127487,-181.56428511127487,-181.56428511127487,-181.56428511127487,-181.56428511127487,-181.56428511127487,-181.56428511127487,-181.56428511127487,-181.56428511127487,-181.581841968971,-181.59018946521928,-181.59018946521928,-181.59018946521928,-181.59018946521928,-181.59018946521928,-181.6546044815634,-181.66163182725472,-181.66163182725472,-181.66163182725472,-181.66163182725472,-181.66163182725472,-181.66163182725472,-181.66163182725472,-181.66163182725472,-181.66163182725472,-181.66163182725472,-181.66163182725472,-181.66163182725472,-181.66163182725472,-181.66163182725472,-181.66163182725472,-181.66163182725472,-181.66163182725472,-181.66163182725472,-181.66163182725472,-181.66163182725472,-181.66163182725472,-181.66810579746348,-181.66810579746348;53.87673568725586,104.62105560302734,152.5084228515625,159.2954864501953,126.25100708007812,212.9407958984375,107.69407653808594,134.1992950439453,93.64073944091797,93.17990112304688,163.5625,116.87014770507812,157.6775665283203,89.33273315429688,145.586181640625,186.3372802734375,165.57260131835938,113.02912139892578,101.10054779052734,127.45011138916016,127.99795532226562,178.36236572265625,91.39507293701172,134.58432006835938,94.40767669677734,157.64781188964844,151.09939575195312,126.47731018066406,143.12857055664062,121.96147155761719,136.5524444580078,139.15443420410156,131.24403381347656,182.1808624267578,130.7535400390625,165.56544494628906,121.4361572265625,165.19065856933594,124.87987518310547,123.50566101074219,218.6813507080078,149.8245086669922,184.62515258789062,188.2081298828125,115.35667419433594,146.24050903320312,169.8990020751953,159.393798828125,159.34873962402344,131.27577209472656,131.35256958007812,156.73855590820312,146.30809020996094,136.70399475097656,123.0755844116211,143.6405792236328,134.80960083007812,169.0767364501953,147.4652099609375,149.36883544921875
ackley;myopic;-13.615348149675295,-13.638611772814558,-13.816243051902106,-11.680124855525928,-12.289237959758966,-10.449366967207283,-7.1196454346754505,-2.6263665078071647,-1.4944230230901914,-2.6359867165936084,-2.3602641148618906,-2.8194300455268895,-3.3061958184726405,-3.6001049067704787,-4.241875836903588,-4.303338493687937,-4.737347079222285,-3.7822259025914176,-4.000618821898113,-2.8549024050239904,-4.038836439965737,-3.8003725665487176,-4.1600700595064835,-3.019026307445023,-3.008802391732127,-3.4123865793882846,-3.7064217138379654,-1.9641847337062128,-3.3472229552264325,-1.3635573202865006,-0.9270737097004171,-2.825325959663446,-2.973617871942828,-2.9664156909766524,-0.6466791017950846,-2.6892668973523906,-2.934559487318534,-0.4410490872622545,-0.28579760634697715,-2.5743864758777892,-0.1616256841539469,-0.05968668558422269,0.017655227302129532,0.04446268652015378,-0.011458252466319666,-0.0016313371754276388,-1.1902457497008871,-1.381595334865625,-0.010533963169014816,-1.3593450137625034;15.394203771454164,15.394203771454164,15.394203771454164,13.538150195380913,13.538150195380913,11.908855252162441,8.96094120203592,4.968408044156739,4.5765662981893165,4.5765662981893165,4.5765662981893165,4.5765662981893165,4.5765662981893165,4.5765662981893165,4.5765662981893165,4.5765662981893165,4.5765662981893165,4.5765662981893165,4.5765662981893165,3.2351339489366997,3.2351339489366997,3.2351339489366997,3.2351339489366997,3.2351339489366997,3.2351339489366997,2.1605852695035357,2.1605852695035357,2.1605852695035357,1.502504433079768,1.502504433079768,1.034177466133173,0.7348532528798839,0.7348532528798839,0.7348532528798839,0.7348532528798839,0.5184916980607892,0.5184916980607892,0.5184916980607892,0.3570172431403269,0.23116347931725345,0.23116347931725345,0.13076792275387605,0.06233404702085865,0.06233404702085865,0.06233404702085865,0.06233404702085865,0.06233404702085865,0.06233404702085865,0.06233404702085865,0.013832954884201332,0.013832954884201332;284.96588134765625,430.393310546875,274.07666015625,209.07827758789062,307.4181213378906,421.3893127441406,382.32781982421875,434.2445983886719,409.61328125,368.39013671875,279.6513366699219,376.3681335449219,200.09881591796875,222.3124542236328,175.8330841064453,418.7965393066406,229.93919372558594,472.5299072265625,338.471923828125,394.0208740234375,96.96460723876953,254.71795654296875,91.24658966064453,704.91748046875,513.1294555664062,185.9000244140625,156.88499450683594,688.126953125,117.85625457763672,1490.7586669921875,1323.104248046875,252.67404174804688,226.57125854492188,152.77261352539062,715.4063110351562,177.62611389160156,177.39059448242188,1435.7647705078125,1405.33447265625,193.1612091064453,1573.444580078125,1466.38134765625,793.0531616210938,945.227783203125,407.59295654296875,1582.57763671875,180.1564178466797,130.1411590576172,1141.19677734375,153.29075622558594
adjiman;myopic;1.609761167928771,1.5572277825167284,1.6681704674645423,1.7187477937287854,1.7150610025595503,1.695988107746799,1.7630927449976959,1.7936656234447126,1.8222903060299194,1.8453302541106706;-1.49827622589416,-1.49827622589416,-1.6219204722799838,-1.6683694140539471,-1.6683694140539471,-1.6683694140539471,-1.7453619991639928,-1.7792980534141511,-1.809774579368807,-1.8340971821228358,-1.8550826530592524;65.86470031738281,117.06880187988281,69.03705596923828,121.53548431396484,165.82960510253906,127.3169937133789,235.74630737304688,192.46080017089844,244.75955200195312,288.28875732421875
